,state,district,favored,confidence,rep_nominee,dem_nominee,incumbent,third_party_cand,third_party,redistricting_voter_power,anti_gerrymandering_party,geoid,chamber,district_link,rep_cand_link,dem_cand_link,third_cand_link
123,KS,KS-HD-67,R,Lean,Mike Dodson,Cheryl Arthur,Open,,,13.1909650855287,D,20067,HD,https://ballotpedia.org/Kansas_House_of_Representatives_District_67,https://mikedodson.org/,https://www.cherylforkansas.com/,
124,CT,CT-HD-35,R,Likely,Jesse MacLachlan,Christine Goupil,R,John May,,13.1775325249327,R,9035,HD,https://ballotpedia.org/Connecticut_House_of_Representatives_District_35,,https://www.christinegoupil.com/,
125,CT,CT-HD-17,Open,Toss-Up,Leslee Hill,Eleni Kavros Degraw,R,,,13.0387770760753,R,9017,HD,https://ballotpedia.org/Connecticut_House_of_Representatives_District_17,https://ballotpedia.org/Leslee_Hill,,
126,KS,KS-HD-30,D,Likely,Laura Williams,Brandon Woodard,D,,,13.0264940327706,D,20030,HD,https://ballotpedia.org/Kansas_House_of_Representatives_District_30,https://laurawilliamsforkansas.com/,http://www.woodardforkansas.com/,
127,TX,TX-HD-106,R,Safe,Jared Patterson,Jennifer Skidonenko,R,,,12.947424894627300,D,48106,HD,https://ballotpedia.org/Texas_House_of_Representatives_District_106,https://jaredpatterson.net/,https://skidonenkofortx.com/,
128,FL,FL-HD-85,R,Likely,Rick Roth,Jim Carroll,R,,,12.7397424267699,D,12085,HD,https://ballotpedia.org/Florida_House_of_Representatives_District_85,https://www.rickroth.org/,https://www.jimcarrollforstatehouse.com/,
129,PA,PA-SD-15,R,Tilt,John DiSanto,George Scott,R,,,12.726896405079700,R,42015,SD,https://ballotpedia.org/Pennsylvania_State_Senate_District_15,http://disantoforsenate.com/,http://www.georgescott4congress.com/,
130,CT,CT-HD-120,D,Tilt,James Feehan,Philip Young,D,,,12.075494707713100,R,9120,HD,https://ballotpedia.org/Connecticut_House_of_Representatives_District_120,,https://www.philyoungforstaterep.com/,
131,NC,NC-HD-66,R,Lean,Ben Moss,Scott T. Brewer,D,,,11.634512541851,D,37066,HD,https://ballotpedia.org/North_Carolina_House_of_Representatives_District_66,https://www.benmossfornc.com/,https://www.brewerfornc.com/,
132,CT,CT-HD-64,D,Tilt,Brian Ohler,Maria Horn,D,,,11.624419686744200,R,9064,HD,https://ballotpedia.org/Connecticut_House_of_Representatives_District_64,https://www.brianohler.com/,https://electmariahorn.com/,
133,NC,NC-HD-51,R,Lean,John Sauls,Jason Cain,R,,,11.2938764625205,D,37051,HD,https://ballotpedia.org/North_Carolina_House_of_Representatives_District_51,https://www.johnsaulsnchouse.com/,https://cainfornc.com,
134,TX,TX-HD-150,R,Safe,Valoree Swanson,Michael Robert Walsh,R,,,11.226498953927600,D,48150,HD,https://ballotpedia.org/Texas_House_of_Representatives_District_150,https://www.valoreeswanson.com/2019/06/meet-valoree/,,
135,FL,FL-HD-114,D,Tilt,Demi Cabrera,Jean-Pierre Bado,Open,,,10.852703752695900,D,12114,HD,https://ballotpedia.org/Florida_House_of_Representatives_District_114,,,
136,MN,MN-SD-44,D,Likely,Greg Pulles,Ann Johnson Stewart,Open,,,10.6124563312046,R,27044,SD,https://ballotpedia.org/Minnesota_State_Senate_District_44,https://www.gregpullesforsenate.com/,https://annjohnsonstewart.com/,
137,MN,MN-SD-38,R,Lean,Roger Chamberlain,Justin Stofferahn,R,,,10.2458503580221,R,27038,SD,https://ballotpedia.org/Minnesota_State_Senate_District_38,https://rogerchamberlainmn.com/,https://www.justinstofferahn.com/,
138,NC,NC-HD-25,D,Lean,John Check,James Gailliard,D,Nick Taylor,,9.91040568694915,D,37025,HD,https://ballotpedia.org/North_Carolina_House_of_Representatives_District_25,http://checkforhouse.com/,http://jamesgailliard.com/gailliard-2020/,
139,KS,KS-HD-85,R,Likely,Patrick Penn,Marcey Gregory,R,,,9.684741652463280,D,20085,HD,https://ballotpedia.org/Kansas_House_of_Representatives_District_85,https://ballotpedia.org/Patrick_Penn,https://ballotpedia.org/Marcey_Gregory,
140,CT,CT-HD-31,D,Tilt,Stewart Beckett,Jill Barry,D,,,9.586184528418440,R,9031,HD,https://ballotpedia.org/Connecticut_House_of_Representatives_District_31,https://www.chipbeckett.com/,https://barry4ct.com/,
141,NC,NC-HD-119,D,Lean,Mike Clampitt,Joe Sam Queen,Open,,,9.538753084431710,D,37119,HD,https://ballotpedia.org/North_Carolina_House_of_Representatives_District_119,https://ballotpedia.org/Mike_Clampitt,https://www.joesamqueen.com,
142,MN,MN-SD-04,D,Likely,Mark Larson,Kent Eken,D,,,9.26551449792773,R,27004,SD,https://ballotpedia.org/Minnesota_State_Senate_District_4,https://ballotpedia.org/Mark_Larson_(Minnesota),https://votekenteken.com/,
143,CT,CT-HD-36,D,Tilt,"Robert W. Siegrist, III",Christine Palm,D,,,9.244897145893570,R,9036,HD,https://ballotpedia.org/Connecticut_House_of_Representatives_District_36,,https://www.palmforstaterepresentative.org/,
144,FL,FL-HD-59,D,Tilt,Michael Owen,Andrew Learned,Open,,,9.08991382877318,D,12059,HD,https://ballotpedia.org/Florida_House_of_Representatives_District_59,https://votemichaelowen.com/,https://andrewlearned.com/,
145,NC,NC-HD-93,D,Lean,Ray Pickett,Ray Russell,D,,,8.97225921157996,D,37093,HD,https://ballotpedia.org/North_Carolina_House_of_Representatives_District_93,https://ballotpedia.org/Ray_Pickett,https://rayfornc.com,
146,KS,KS-HD-28,R,Lean,Carl Turner,Sally Jercha,Open,,,8.93692655130137,D,20028,HD,https://ballotpedia.org/Kansas_House_of_Representatives_District_28,http://www.carlturnerforkansas.com/index.html,https://www.sally4ks.com/,
147,FL,FL-SD-20,R,Likely,Daniel Burgess,Kathy Lewis,Open,,,8.58711956967564,D,12020,SD,,,,
148,CT,CT-HD-83,D,Tilt,Lou Arata,Catherine Abercrombie,D,,,8.5270474768439,R,9083,HD,https://ballotpedia.org/Connecticut_House_of_Representatives_District_83,https://louarata.com/,https://ballotpedia.org/Catherine_Abercrombie,
149,NC,NC-HD-35,D,Lean,Fred Von Canon,Terence Everitt,D,Michael Nelson,,8.19293434153961,D,37035,HD,https://ballotpedia.org/North_Carolina_House_of_Representatives_District_35,https://ballotpedia.org/Fred_Von_Canon,https://www.terenceeveritt.com/,https://ballotpedia.org/Michael_V._Nelson
