state,district,favored,confidence,rep_nominee,dem_nominee,incumbent,third_party_cand,third_party,redistricting_voter_power,anti_gerrymandering_party,geoid,chamber,district_link,dem_cand_link,rep_cand_link,third_cand_link
KS,KS-HD-84,D,Safe,Janet Sue Rine,Gail Finney,D,,,2.7231283124212404,D,20084,HD,https://ballotpedia.org/Kansas_House_of_Representatives_District_84,https://ballotpedia.org/Gail_Finney,https://ballotpedia.org/Janet_Sue_Rine,
KS,KS-HD-35,D,Safe,Mark David Snelson,Broderick Henderson,Open,,,2.719010207834649,D,20035,HD,https://ballotpedia.org/Kansas_House_of_Representatives_District_35,https://ballotpedia.org/Broderick_Henderson,https://ballotpedia.org/Mark_David_Snelson,
KS,KS-HD-58,D,Safe,Geoffrey Gawdun,Vic Miller,Open,,,2.649599343997396,D,20058,HD,https://ballotpedia.org/Kansas_House_of_Representatives_District_58,https://ballotpedia.org/Vic_Miller,https://gawdunforkansas.com/,
KS,KS-SD-3,D,Lean,Willie Dove,Tom Holland,D,,,2.639337244427294,D,20003,SD,https://ballotpedia.org/Kansas_State_Senate_District_3,http://www.tomhollandforkansas.org/,https://www.doveforkansas.com,
KS,KS-HD-83,D,Safe,Crystal Dozier,Henry Helgerson,D,,,2.614429645529475,D,20083,HD,https://ballotpedia.org/Kansas_House_of_Representatives_District_83,https://ballotpedia.org/Henry_Helgerson,https://ballotpedia.org/Crystal_Dozier,
KS,KS-HD-31,D,Safe,Landon Griffith,Louis Ruiz,D,,,2.546893936196512,D,20031,HD,https://ballotpedia.org/Kansas_House_of_Representatives_District_31,https://ballotpedia.org/Louis_Ruiz,https://www.landonforkansas.com/,
KS,KS-HD-57,D,Safe,Michael Martin,John Alcala,D,,,2.484555600441355,D,20057,HD,https://ballotpedia.org/Kansas_House_of_Representatives_District_57,https://ballotpedia.org/John_Alcala,http://martinforkansas.com/,
KS,KS-HD-89,D,Safe,Robert Herrick Jr.,KC Ohaebosim,D,,,2.4371160003135306,D,20089,HD,https://ballotpedia.org/Kansas_House_of_Representatives_District_89,https://ballotpedia.org/KC_Ohaebosim,https://www.herrickforkansas.com/,
KS,KS-HD-92,D,Safe,Patrick McCormack,John Carmichael,D,,,2.425231982538754,D,20092,HD,https://ballotpedia.org/Kansas_House_of_Representatives_District_92,https://carmichaelforkansas.com/,https://ballotpedia.org/Patrick_McCormack_(Kansas),
KS,KS-HD-33,D,Safe,Jordan Michael Mackey,Tom Burroughs,D,Rick Parsons,L,2.366565573128011,D,20033,HD,https://ballotpedia.org/Kansas_House_of_Representatives_District_33,https://ballotpedia.org/Tom_Burroughs,https://ballotpedia.org/Jordan_Michael_Mackey,https://www.rickforkansas33.com/
KS,KS-HD-88,D,Safe,,Elizabeth Bishop,D,,,2.3256257046902986,D,20088,HD,https://ballotpedia.org/Kansas_House_of_Representatives_District_88,http://bishopforkansas.org/,,
